CityId,CityName,Country,Continent,Housing,CostofLiving,Startups,TravelConnectivity,Commute,BusinessFreedom,Safety,Healthcare,Education,EnvironmentalQuality,Economy,Taxation,InternetAccess,LeisureCulture,Tolerance,Outdoors,Population,Photo,Description
129,Leipzig, Germany,Europe,8.177,5.911,2.7065,4.337,6.01375,9.072333333,7.277,7.300333333,4.3065,9.03275,5.3735,3.9035,5.6465,4.5265,7.1935,4.747,600609,https://upload.wikimedia.org/wikipedia/commons/1/1a/Old_city_hall_of_Leipzig_%2820%29.jpg,"Leipzig, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
130,Lille, France,Europe,7.532,5.399,3.2585,6.02,2.29375,8.088333333,6.942,9.071,4.3935,4.2395,4.2045,2.648,3.827,5.1095,7.203,2.2925,1073395,https://upload.wikimedia.org/wikipedia/commons/3/3b/Lille_Collage.jpg,"Lille, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
131,Lima, Peru,South America,8.712,8.496,3.8835,2.012,4.759,5.001666667,5.2905,5.710666667,0.5,2.48075,3.1625,6.524,2.41,6.8085,6.0805,5.388,11044607,https://upload.wikimedia.org/wikipedia/commons/b/b4/Bas%C3%ADlica_Catedral_Metropolitana_de_Lima.jpg,"Lima, Peru, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and leisure & culture. "
132,Lisbon, Portugal,Europe,6.734,7.004,6.022,4.191,5.31575,8.238666667,8.438,7.860333333,4.48,6.4115,3.483,4.1575,6.394,7.8335,9.597,5.691,2986162,https://upload.wikimedia.org/wikipedia/commons/4/41/Lisbon_%2836831596786%29_%28cropped%29.jpg,"Lisbon, one of the oldest cities in the world, is a charming mix of Paris and San Francisco—at a fraction of the price. It offers a relaxed and tolerant environment with great local cuisine. Its central areas are best navigated by foot, allowing you to enjoy the grand architecture and pleasant climate, while its affordable public transportation system offers easy access to the rest of the city."
133,Liverpool, United Kingdom,Europe,7.485,6.02,3.559,6.6495,4.541,8.992,7.7285,9.027666667,4.872,7.27525,5.438,5.9545,8.994,5.393,7.451,5.4585,911546,https://upload.wikimedia.org/wikipedia/commons/c/c1/Liverpool-Montage.jpg,"Liverpool, United Kingdom, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, travel connectivity and business freedom. "
134,Ljubljana, Slovenia,Europe,8.214,6.749,4.088,2.293,5.69875,7.676666667,8.953,7.671666667,4.852,8.66175,4.7205,4.81,5.4895,4.799,8.184,1.8225,286978,https://upload.wikimedia.org/wikipedia/commons/4/46/Ljubljana_Montage_2.png,"Ljubljana, Slovenia, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom."
135,London, United Kingdom,Europe,1,3.94,10,9.4025,5.3955,8.992,7.2435,8.018,9.027,5.54775,5.438,5.9545,5.8455,9.4555,6.573,5.3745,9540576,https://upload.wikimedia.org/wikipedia/commons/c/cd/London_Montage_L.jpg,"London is packed with endless opportunities: it is one of the world's most inviting cities for startups, as well as home to world-class schools, universities and museums. There is a robust transport network offering fast and easy commuting around London. With its vibrant multicultural environment, London offers an enormous variety of cuisines, recreational opportunities and cultural activities that appeal to virtually any interest."
136,Los Angeles, United States,North America,1.5275,4.556,10,3.9585,3.677,8.574666667,5.705,6.027333333,8.6245,4.7315,6.5145,4.7675,5.4965,9.196,6.96,6.747,3919973,https://upload.wikimedia.org/wikipedia/commons/f/fa/Wiki_training_0226.jpg,"Los Angeles is a sprawling city of 500 square miles and the heart of a metropolitan area with 18 million residents. It is a fabled California region, home to Hollywood and America's entertainment industry with year-round sunshine, world-famous beaches, and an intense car culture. The ""City of Angels"" is a magnet to people from around the world and a uniquely exciting environment."
137,Louisville, United States,North America,7.258,6.358,4.254,1.473,1.954,8.671,3.6175,6.162333333,3.6245,6.60125,6.5145,4.062,5.527,5.6935,5.7785,1.3,630782,https://upload.wikimedia.org/wikipedia/commons/7/74/Louisville_montage.jpg,"Louisville, Kentucky, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality. "
138,Luxembourg, Luxembourg,Europe,2.453,3.411,3.3075,4.5805,5.8445,7.856666667,8.628,8.220333333,3.4795,8.57625,7.473,7.151,5.458,4.4955,8.8045,1.475,132230,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,"Luxembourg, Luxembourg, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in business freedom, healthcare and environmental quality."
139,Lviv, Ukraine,Europe,9.778,10,4.204,3.7615,5.48525,4.525333333,7.822,4.87,1.17969433,4.82525,1.2755,5.478,5.056,7.0585,6.716,4.436,721383,https://upload.wikimedia.org/wikipedia/commons/1/16/%D0%9B%D0%B0%D1%82%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%BA%D0%B0%D1%84%D0%B5%D0%B4%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%B8%D0%B9_%D1%81%D0%BE%D0%B1%D0%BE%D1%80_%28%D0%9B%D1%8C%D0%B2%D1%96%D0%B2%29_16.jpg,"Lviv, Ukraine, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, safety and leisure & culture. "
140,Lyon, France,Europe,6.697,4.349,4.4995,5.963,5.18525,8.088333333,7.1345,8.641666667,4.5805,6.54325,4.2045,2.648,9.403,5.9875,6.517,5.3735,1747575,https://upload.wikimedia.org/wikipedia/commons/0/05/France-003038_-_Basilica_of_Notre-Dame_de_Fourvi%C3%A8re_%2815939822990_cropped%29.jpg,"Lyon, France, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety."
141,Madison, United States,North America,5.8295,6.173,4.017,1.2295,5.47375,8.671,7.362,7.007,5.386,9.524,6.5145,4.204,4.9925,4.422,7.9005,4.376,269196,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Wisconsin_State_Capitol_Aerial.jpg/1920px-Wisconsin_State_Capitol_Aerial.jpg,"Madison, Wisconsin, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare."
142,Madrid, Spain,Europe,6.414,6.249,4.65,5.8555,5.28575,7.119666667,7.7925,8.916333333,4.2915,5.5655,4.296,3.894,6.241,9.338,7.665,6.22,6713557,https://upload.wikimedia.org/wikipedia/commons/1/1d/Puerta_de_Alcal%C3%A1%2C_Madrid%2C_Espa%C3%B1a%2C_2017-05-18%2C_DD_14.jpg,"Madrid, Spain, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare."
143,Malaga, Spain,Europe,8.0515,7.375,2.4585,4.3605,5.78275,7.119666667,7.693,8.655666667,3.759,8.10825,4.296,3.894,6.1895,6.389,7.5005,5.784,592091,https://upload.wikimedia.org/wikipedia/commons/6/6e/Collage_de_la_ciudad_de_M%C3%A1laga%2C_Andaluc%C3%ADa_%28Espa%C3%B1a%29.png,"Malaga, Spain, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom. "
144,Malmo, Sweden,Europe,7.263,5.57,3.645,4.7675,5.64675,9.569,6.598,8.215,3.893,9.2055,5.6945,2.7495,8.22,2.3445,5.304,4.524,344166,https://upload.wikimedia.org/wikipedia/commons/6/6d/Malm%C3%B6_Collage2.jpg,"Malmo, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality. "
145,Manchester, United Kingdom,Europe,6.4555,5.049,5.7695,6.3975,4.728,8.992,6.7725,8.519,5.652,4.363,5.438,5.9545,5.814,4.975,6.677,3.676,2770434,https://upload.wikimedia.org/wikipedia/commons/e/e5/Manchester_Town_Hall_%2828837849814%29.jpg,"Manchester, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and tolerance."
146,Manila, Philippines,Asia,8.5955,8.752,4.805,2.6345,3.713,4.592333333,6.4345,4.297666667,1.4622407,1.683,5.0065,4.303,4.608,7.584,5.503,4.8255,14406059,https://upload.wikimedia.org/wikipedia/commons/0/06/Manila_Cathedral_Facade_at_Sunset.jpg,"Manila, Philippines, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and leisure & culture."
147,Marseille, France,Europe,7.5885,6.026,3.3095,5.9505,5.86075,8.088333333,5.252,8.843666667,4.442,3.942,4.2045,2.648,5.5425,5.443,6.1735,5.1835,1620227,https://upload.wikimedia.org/wikipedia/commons/e/ec/Marseille_20131005_17.jpg,"Marseille, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare. "
148,Medellin, Colombia,South America,9.2315,9.315,4.618,0.928,5.3545,6.348666667,7.477,6.790666667,1.531,6.17075,4.5945,1.8515,4.1485,5.029,9.302,3.662,4067758,https://upload.wikimedia.org/wikipedia/commons/3/36/Medellin_sightseeing.jpg,"Medellin, Colombia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, safety and tolerance."
149,Melbourne, Australia,Oceania,4.83,4.798,8.204,2.8465,4.872,9.399666667,7.1325,8.016,6.2205,7.8915,6.0695,4.5885,5.896,6.461,7.0005,6.203,5150766,https://upload.wikimedia.org/wikipedia/commons/1/19/Melburnian_Skyline.jpg,"Melbourne, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, safety and healthcare."
150,Memphis, United States,North America,7.1145,5.829,4.4495,1.6615,1.9175,8.671,2.8585,4.951333333,3.6245,4.54525,6.5145,4.772,6.07,6.8605,4.0405,3.5695,630348,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Memphis_Skyline_at_Night_January_2015.jpg/1280px-Memphis_Skyline_at_Night_January_2015.jpg,"Memphis, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and leisure & culture. "
151,Mexico City, Mexico,North America,8.36,9.244,7.48,2.87,3.806,5.761,5.464,6.38,1.713,2.50625,3.5005,4.3335,5.8405,9.962,7.089,3.914,22085140,https://upload.wikimedia.org/wikipedia/commons/4/4f/Sobrevuelos_CDMX_HJ2A4913_%2825514321687%29_%28cropped%29.jpg,"Mexico City, Mexico, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups."
152,Miami, United States,North America,3.031,4.497,8.0225,4.169,4.05275,8.671,4.321,6.031,4.3945,6.292,6.5145,4.772,5.824,6.7675,6.0435,5.3845,439890,https://upload.wikimedia.org/wikipedia/commons/a/ad/Miami_collage_20110330.jpg,"Miami, Florida, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and leisure & culture."
153,Milan, Italy,Europe,5.1945,4.801,5.1905,6.683,5.512,6.189666667,7.378,8.444666667,4.283,4.458,3.3625,2.4365,5.014,7.917,7.2195,5.641,3149223,https://upload.wikimedia.org/wikipedia/commons/5/58/Milan.Proper.Wikipedia.Image.png,"Milan, Italy, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare."
154,Milwaukee, United States,North America,6.1225,5.526,4.8305,1.5875,4.915,8.671,4.267,6.082333333,4.177,7.989,6.5145,4.204,4.346,6.8375,4.844,5.064,573700,https://upload.wikimedia.org/wikipedia/commons/b/bf/Milwaukee_Collage_New.jpg,"Milwaukee, Wisconsin, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and leisure & culture. "
155,Minneapolis-Saint Paul, United States,North America,4.7385,5.042,6.5265,3.544,4.925,8.671,5.085,6.681,5.2745,8.362,6.5145,4.062,6.2585,6.8505,7.288,5.096,2650890,https://upload.wikimedia.org/wikipedia/commons/0/05/2008-0712-MPLS-pan00-mp-edit.JPG,"Minneapolis-Saint Paul, Minnesota, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and leisure & culture."
156,Minsk, Belarus,Europe,9.4955,9.289,4.3785,3.7665,5.3655,5.596333333,9.038,5.510666667,0.5,7.04825,3.204,5.926,4.863,6.95,7.4215,4.906,2048574,https://upload.wikimedia.org/wikipedia/commons/5/5a/%D0%9C%D0%B8%D0%BD%D1%81%D0%BA_%D0%BD%D0%B5%D0%BC%D0%B8%D0%B3%D0%B0.jpg,"Minsk, Belarus, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and environmental quality."
157,Montevideo, Uruguay,South America,8.183,6.197,2.863,1.183,5.288,7.944,5.9735,6.655,1.69,4.545,4.416,4.8285,2.1785,4.9465,9.71,5.1785,1767243,https://upload.wikimedia.org/wikipedia/commons/2/28/Collage_Landmarks_of_Montevideo.jpg,"Montevideo, Uruguay, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in business freedom and tolerance. "
158,Montreal, Canada,North America,7.392,5.948,8.1025,3.443,5.107,8.966,7.822,7.395,7.299,7.7215,5.8405,7.2745,4.478,6.9175,8.193,5.303,4276526,https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Montreal.svg,"Montreal is the largest city of Canada's French-speaking region, and a center for finance, aerospace and international organizations. With its unique culture, bilingual residents (French/English) and beautiful architecture, Montreal offers 50 of Canada's National Historic sites—more than any other Canadian city. Add Montreal's tolerant people plus a relatively low cost of living and you get a city worthy of strong consideration."
159,Moscow, Russia,Europe,6.555,8.099,5.053,9.0545,4.54625,5.386666667,7.478,4.763,4.5725,5.27475,3.148,6.017,6.571,8.8755,3.475,5.09,12640818,https://upload.wikimedia.org/wikipedia/commons/8/85/Saint_Basil%27s_Cathedral_and_the_Red_Square.jpg,"Moscow is a lively city, rich in history and culture. It is Russia's national center for visual and performing arts and home to some of the best known performance companies in the world.  Renowned for its grand architecture, the city boasts excellent travel connections and low cost of living. With more than 12 million residents, Moscow is among the most populous cities in the world, but roughly 40% of its territory is still covered by greenery."
160,Mumbai, India,Asia,8.124,9.825,9.853,5.414,3.94,3.618,7.6185,3.802333333,0.5275,2.0965,5.5565,3.4145,3.429,4.9685,3.839,5.792,20961472,https://upload.wikimedia.org/wikipedia/commons/4/4b/SBML9878-140422-BackBay_skyline.jpg,"Mumbai, the most populous city in India, offers a wide variety of jobs from conventional industries to IT services. It is also home to the Bollywood film industry.  As India's capital of finance, Mumbai has the greatest number of fin-tech startups, while the cost of living and rental prices remain reasonably low."
161,Munich, Germany,Europe,4.23,4.648,6.915,8.0565,6.014,9.072333333,9.049,8.371,7.5545,9.01825,5.3735,3.9035,5.155,7.336,8.4745,7.331,1566128,https://upload.wikimedia.org/wikipedia/commons/d/d3/Stadtbild_M%C3%BCnchen.jpg,"Munich has a strong background in multiple industries, and is now a center for software and biotechnology. It's also the second largest publishing center in the world. People who love sports or nature aren't left out either: the Bavarian Alps allow winter lovers to indulge themselves while FC Bayern Munich is one of the most important football teams in the world."
162,Nairobi, Kenya,Africa,8.8505,8.432,6.026,2.3145,4.069,3.246333333,5.972,3.598333333,0.5,3.19875,4.377,5.084,1.889,2.67,2.579,4.0495,5118844,https://upload.wikimedia.org/wikipedia/commons/4/42/Nairobi_Montage_A.jpg,"Nairobi, Kenya, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living. "
163,Nantes, France,Europe,7.7225,5.021,3.353,4.989,5.99775,8.088333333,7.6355,8.533333333,4.4045,7.323,4.2045,2.648,4.867,4.351,7.0555,2.672,692582,https://upload.wikimedia.org/wikipedia/commons/3/3c/Panorama_depuis_Butte_Sainte-Anne.jpg,"Nantes, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. "
164,Naples, Italy,Europe,8.215,5.81,2.0405,3.941,4.70575,6.189666667,6.3895,7.186333333,4.058,1.65625,3.3625,2.4365,5.314,6.045,6.7535,5.359,2180348,https://upload.wikimedia.org/wikipedia/commons/9/91/Piazza_Plebiscito_-_panoramio.jpg,"Naples, Italy, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in healthcare and tolerance. "
165,Nashville, United States,North America,4.4545,5.742,6.06,1.908,4.501,8.671,5.078,5.953,4.733,7.0565,6.5145,4.772,6.637,7.02,6.8075,1.2735,707091,https://upload.wikimedia.org/wikipedia/commons/4/40/Nashville_collage.png,"Nashville, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access."
166,New Orleans, United States,North America,5.339,4.992,4.7365,1.757,4.6275,8.671,2.088,5.884,4.152,5.674,6.5145,4.346,6.453,7.1985,5.124,1,376971,https://upload.wikimedia.org/wikipedia/commons/d/d6/New_Orleans_skyline-02.jpg,"New Orleans, Louisiana, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and leisure & culture. "
167,New York, United States,North America,1,2.342,10,6.675,5.51925,8.671,7.022,6.105333333,8.0935,5.23375,6.5145,3.9205,7.0985,10,6.7125,5.7475,8930002,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/View_of_Empire_State_Building_from_Rockefeller_Center_New_York_City_dllu.jpg/1280px-View_of_Empire_State_Building_from_Rockefeller_Center_New_York_City_dllu.jpg,"The New York metropolitan area is one of the most populated cities in the world. New York City itself is an international center for numerous industries including finance, theater, television, film, arts, and technology. It is also home to an astonishing 37% of foreign-born residents. Costs are high, but so are the energy levels and ambitious spirit. Whether you're visiting or planning to move, the ""Big Apple"" has something to offer for everyone."
168,Nice, France,Europe,6.4985,4.475,3.0975,6.46,6.051,8.088333333,7.234,8.329666667,4.4045,6.423,4.2045,2.648,6.472,4.7795,6.4675,5.5265,945312,https://upload.wikimedia.org/wikipedia/commons/b/b7/Nizza-C%C3%B4te_d%27Azur.jpg,"Nice, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in safety and healthcare. "
169,Nicosia, Cyprus,Europe,8.631,6.301,3.407,1.606,5.49125,7.438666667,8.1025,6.758666667,2.475,3.672,2.9955,7.508,2.6545,6.949,7.5055,1.7755,116392,https://upload.wikimedia.org/wikipedia/commons/7/78/Nicosia_Collage.png,"Nicosia, Cyprus, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare."
170,Oklahoma City, United States,North America,7.261,6.394,4.1375,1.399,5.02725,8.671,4.6855,5.976666667,3.6245,7.61525,6.5145,4.204,7.689,5.376,6.022,4.129,701266,https://upload.wikimedia.org/wikipedia/commons/2/2e/Oklahoma_City_montage.png,"Oklahoma City, Oklahoma, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality."
171,Omaha, United States,North America,7.0405,5.994,4.012,1.4165,2.12775,8.671,5.552,6.894,4.128,7.876,6.5145,4.204,6.3065,4.942,5.801,4.181,501469,https://upload.wikimedia.org/wikipedia/commons/b/b6/City_of_Omaha%2C_Nebraska_Skyline_on_the_Missouri_River_%2830899969517%29.jpg,"Omaha, Nebraska, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality. "
172,Orlando, United States,North America,5.7785,5.284,6.5975,3.7735,4.33875,8.671,4.134,5.967333333,3.6245,6.676,6.5145,4.772,4.886,5.9295,5.784,4.493,309154,https://upload.wikimedia.org/wikipedia/commons/e/ea/Lake_Eola_Park_in_Orlando_06.jpg,"Orlando, Florida, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and environmental quality."
173,Osaka, Japan,Asia,7.8315,4.819,2.668,6.2015,5.255,8.417666667,10,8.705333333,5.5895,5.32675,3.7235,6.033,3.724,7.2265,7.1895,5.1875,19059856,https://upload.wikimedia.org/wikipedia/commons/c/ca/Osaka_Castle_03bs3200.jpg,"Osaka, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare. "
174,Oslo, Norway,Europe,3.768,1.038,5.209,5.177,5.77525,9.635333333,7.1065,7.91,5.1445,8.42425,7.0735,4.752,7.9705,5.899,7.03,6.1895,1071062,https://upload.wikimedia.org/wikipedia/commons/9/9a/14-09-02-oslo-RalfR-236.jpg,"Oslo, Norway, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality."
175,Ottawa, Canada,North America,6.7005,6.027,6.055,1.532,5.40525,8.966,8.4475,8.011333333,5.4235,9.29225,5.8405,7.2745,6.2675,6.092,8.6295,5.3185,1422635,https://upload.wikimedia.org/wikipedia/commons/5/5f/Flag_of_Ottawa%2C_Ontario.svg,"Ottawa, Canada, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety."
176,Oulu, Finland,Europe,3.7445,3.42013815,2.3135,2.716,6.04075,9.450666667,8.4585,7.701333333,5.4545,8.933,3.921,4.8785,5.723,2.006,8.329,5.072,199526,https://upload.wikimedia.org/wikipedia/commons/5/59/Montage_Pokkinen_Oulu.jpg,"Oulu, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality. "
177,Oxford, United Kingdom,Europe,3.65,4.941,4.551,7.926,5.95825,8.992,8.5685,7.97,6.638,7.55375,5.438,5.9545,6.1545,5.495,8.258,2.629,152450,https://upload.wikimedia.org/wikipedia/commons/c/c8/Oxford_Montage_2012.png,"Oxford, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare. "
178,Palo Alto, United States,North America,0.5,1.44038368,8.2945,3.1505,2.20275,8.671,7.637,6.515,3.6245,6.7265,6.5145,4.488,7.142,5.78,8.454,1.75,66680,https://upload.wikimedia.org/wikipedia/commons/8/8b/Ramona_Street_Architectural_District%2C_261_Hamilton_St.%2C_Palo_Alto%2C_CA_5-27-2012_2-20-25_PM.JPG,"Palo Alto, California, is among the top cities with a high quality of education. According to our data, this is a good place to live with high ratings in healthcare, environmental quality and economy. Palo Alto is part of Silicon Valley and the wider San Francisco Bay Area"
179,Paris, France,Europe,3.5835,3.664,9.2765,10,5.3305,8.088333333,6.2465,8.207666667,7.085,4.36225,4.2045,2.648,9.716,9.8165,5.579,4.433,11142303,https://upload.wikimedia.org/wikipedia/commons/4/4b/La_Tour_Eiffel_vue_de_la_Tour_Saint-Jacques%2C_Paris_ao%C3%BBt_2014_%282%29.jpg,"Paris, the most visited city in the world, is a historical, cultural and esthetic gem that has played a major role in European history for centuries. Its overwhelming beauty, architectural wonders and national cuisine call to people from around the world, adding to its exciting and diverse environment.  As a global economic center, Paris offers opportunities in a wide range of industries and business markets. "
180,Perth, Australia,Oceania,5.233,4.795,5.127,2.1105,4.695,9.399666667,7.1045,8.059333333,5.143,8.1325,6.0695,4.5885,4.1785,4.5115,7.4705,5.6835,2092649,https://upload.wikimedia.org/wikipedia/commons/0/05/Boola_bardip_151120_gnangarra-101.jpg,"Perth, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality. "
181,Philadelphia, United States,North America,4.207,4.422,7.3625,3.556,4.1315,8.671,3.133,6.482666667,6.0285,5.124,6.5145,3.7785,7.443,8.492,5.8645,4.115,1619355,https://upload.wikimedia.org/wikipedia/commons/c/cd/Independence_National_Historical_Park_INDE0004_b.jpg,"Philadelphia, Pennsylvania, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and internet access."
182,Phnom Penh, Cambodia,Asia,8.552,8.001,1.4975,1.2395,4.68,1,6.684,2.984,0.5,2.44825,5.38,7.984,3.395,5.407,6.0305,3.433,2211444,https://upload.wikimedia.org/wikipedia/commons/2/22/Phnom_Penh_Montage_2021.png,"Phnom Penh, Cambodia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation. "
183,Phoenix, United States,North America,6.533,6.208,6.5085,3.3025,4.8285,8.671,2.583,6.126333333,4.591,4.62525,6.5145,4.488,6.178,6.81,5.565,6.7355,1640641,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Phoenix_AZ_Downtown_from_airplane_%28cropped%29.jpg/1920px-Phoenix_AZ_Downtown_from_airplane_%28cropped%29.jpg,"Phoenix, Arizona, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, leisure & culture and outdoors."
184,Phuket, Thailand,Asia,8.823,7.602,2.2445,1.8075,4.50425,5.603666667,5.7285,6.653666667,1.187,3.62425,2.387,6.7945,3.615,4.8135,5.156,4.626,79380,https://upload.wikimedia.org/wikipedia/commons/6/60/Phuket_Aerial.jpg,"Phuket, Thailand, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and taxation. "
185,Pittsburgh, United States,North America,5.9635,4.795,6.5075,1.738,4.308,8.671,4.791,6.399666667,6.5935,6.87425,6.5145,3.7785,8.6695,6.859,7.39,4.0685,300431,https://upload.wikimedia.org/wikipedia/commons/2/25/Pittsburgh_Pennsylvania.jpg,"Pittsburgh, Pennsylvania, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access."
186,"Portland, ME", United States,North America,6.53,5.52804346,3.637,1.102,1.97025,8.671,6.3585,5.174666667,3.6245,7.6755,6.5145,4.062,3.5465,3.305,8.271,4.978,68313,https://upload.wikimedia.org/wikipedia/commons/c/c2/Portland%2C_Maine_Montage.jpg,"Portland, Maine, is a small, seaside city with a welcoming community and great outdoor environment. With its natural beauty, low unemployment and safe environment it should be especially attractive for young families. It has a distinct local business culture dominated by the port, niche cafes and boutiques. With more than 200 restaurants, Portland has one of the highest per capita restaurant densities in the United States. "
187,"Portland, OR", United States,North America,4.138,4.924,6.957,2.2405,4.908,8.671,5.1805,6.317666667,4.2155,8.4595,6.5145,3.9205,5.9685,6.2195,8.1595,6.304,641162,https://upload.wikimedia.org/wikipedia/commons/8/88/Portland_and_Mt._Hood_from_Pittock_Mansion.jpg,"Portland, Oregon, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and environmental quality. "
188,Porto, Portugal,Europe,8.1095,7.422,4.313,3.1115,5.46,8.238666667,7.7045,8.166666667,4.449,7.03875,3.483,4.1575,4.4945,5.625,9.5735,5.9485,1320347,https://upload.wikimedia.org/wikipedia/commons/6/6b/Historical_part_of_Porto%2C_Portugal.jpg,"Porto, Portugal, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety."
189,Porto Alegre, Brazil,South America,9.221,8.12,2.6705,0.9655,5.105,2.781,5.2955,5.56,1.017,4.13975,2.187,2.8525,2.196,7.7035,7.448,4.9225,4185488,https://upload.wikimedia.org/wikipedia/commons/5/52/Porto_Alegre_-_Brazil_Landscape-Night.jpg,"Porto Alegre, Brazil, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, leisure & culture and tolerance. "
190,Prague, Czechia,Europe,7.4305,7.569,5.7795,5.4815,5.8465,6.212666667,8.6595,7.881,4.238,7.01425,4.378,5.9335,6.0905,8.4645,8.1985,4.901,1318085,https://upload.wikimedia.org/wikipedia/commons/a/a7/Prague_%286365119737%29.jpg,"Prague, Czechia, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and healthcare."
191,Providence, United States,North America,3.153,3.2388184,3.764,3.0185,2.422,8.671,6.846,6.515,5.3015,5.9005,6.5145,4.204,8.9345,3.9185,7.49,1.084,188692,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Weybosset_Street_view%2C_Providence%2C_Rhode_Island.jpg/1920px-Weybosset_Street_view%2C_Providence%2C_Rhode_Island.jpg,"Providence, Rhode Island, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare. "
